INSTITUTION	STATE	COUNTRY	FY	TOTAL_FUNDING
UNIVERSITY OF KENTUCKY	KY	UNITED STATES	2015	163669
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	87950
CHILDREN'S HOSPITAL BOSTON	MA	UNITED STATES	2015	230876
BAYLOR RESEARCH INSTITUTE	TX	UNITED STATES	2015	571122
JOHN WAYNE CANCER INSTITUTE	CA	UNITED STATES	2015	1769133
STANFORD UNIVERSITY	CA	UNITED STATES	2015	116122
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2015	191836
ALABAMA STATE UNIVERSITY	AL	UNITED STATES	2015	144556
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2015	522868
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2015	682270
MAYO CLINIC	MN	UNITED STATES	2015	2184999
MAYO CLINIC	MN	UNITED STATES	2015	368143
MAYO CLINIC	MN	UNITED STATES	2015	507862
MAYO CLINIC	MN	UNITED STATES	2015	351276
MAYO CLINIC	MN	UNITED STATES	2015	345939
MAYO CLINIC	MN	UNITED STATES	2015	364500
MAYO CLINIC	MN	UNITED STATES	2015	381687
MAYO CLINIC	MN	UNITED STATES	2015	697921
MAYO CLINIC	MN	UNITED STATES	2015	127330
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS	IN	UNITED STATES	2015	2384507
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS	IN	UNITED STATES	2015	59966
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS	IN	UNITED STATES	2015	728370
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2015	1695000
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2015	168888
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2015	323977
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2015	331792
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2015	308771
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2015	313583
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2015	27840
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2015	118665
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2015	128476
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2015	157597
UNIVERSITY OF WASHINGTON	WA	UNITED STATES	2015	563174
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2015	230983
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2015	2185000
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2015	389550
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2015	56042
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2015	371211
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2015	363825
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2015	367500
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2015	56042
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2015	56042
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2015	383032
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2015	388164
OREGON HEALTH AND SCIENCE UNIVERSITY	OR	UNITED STATES	2015	43120
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2015	54194
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2015	318220
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2015	2174869
STANFORD UNIVERSITY	CA	UNITED STATES	2015	241915
MEDICAL ENGINEERING INNOVATIONS LLC	WI	UNITED STATES	2015	262953
HYPER TECH RESEARCH INC	OH	UNITED STATES	2015	990290
OHMX CORPORATION	IL	UNITED STATES	2015	738935
BRIGHAM AND WOMEN'S HOSPITAL	MA	UNITED STATES	2015	346881
DUKE UNIVERSITY	NC	UNITED STATES	2015	177062
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2015	296165
WASHINGTON UNIVERSITY	MO	UNITED STATES	2015	327300
DUKE UNIVERSITY	NC	UNITED STATES	2015	2185000
RESEARCH TRIANGLE INSTITUTE	NC	UNITED STATES	2015	432431
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2015	1081184
UNIVERSITY OF CALIFORNIA SANTA BARBARA	CA	UNITED STATES	2015	767500
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2015	773813
WISTAR INSTITUTE	PA	UNITED STATES	2015	424095
WISTAR INSTITUTE	PA	UNITED STATES	2015	546532
WISTAR INSTITUTE	PA	UNITED STATES	2015	347805
OHIO STATE UNIVERSITY	OH	UNITED STATES	2015	347398
OHIO STATE UNIVERSITY	OH	UNITED STATES	2015	327375
OHIO STATE UNIVERSITY	OH	UNITED STATES	2015	348161
OHIO STATE UNIVERSITY	OH	UNITED STATES	2015	122029
OHIO STATE UNIVERSITY	OH	UNITED STATES	2015	211810
OHIO STATE UNIVERSITY	OH	UNITED STATES	2015	344250
UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR	NM	UNITED STATES	2015	376357
UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR	NM	UNITED STATES	2015	192500
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2015	412840
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2015	531391
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2015	335160
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	275738
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	250608
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	469636
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	480187
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	380455
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	428475
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	374300
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	381687
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	376762
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	794879
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	496716
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	538327
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	268396
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	159073
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	690084
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2015	250071
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	648290
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	177403
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	194276
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	354375
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	333594
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	54194
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	370369
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	360348
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	344104
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	1683485
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	1845183
YALE UNIVERSITY	CT	UNITED STATES	2015	775523
UNIVERSITY OF CALIFORNIA IRVINE	CA	UNITED STATES	2015	388283
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2015	11393316
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2015	179916
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2015	609900
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2015	61619
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2015	385000
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2015	446957
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2015	363750
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2015	442089
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2015	613423
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2015	200000
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2015	595447
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2015	256846
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	1685462
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	217938
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	312470
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	301815
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	533838
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	288131
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	291600
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	292109
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	316518
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2015	284547
ALBERT EINSTEIN COLLEGE OF MEDICINE	NY	UNITED STATES	2015	338391
ALBERT EINSTEIN COLLEGE OF MEDICINE	NY	UNITED STATES	2015	357505
ALBERT EINSTEIN COLLEGE OF MEDICINE	NY	UNITED STATES	2015	1702901
ALBERT EINSTEIN COLLEGE OF MEDICINE	NY	UNITED STATES	2015	354583
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	345825
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	323021
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	150979
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	333747
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	454926
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	430670
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	343345
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	348673
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	408894
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	335492
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	525816
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	516726
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	577231
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	408215
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	368235
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	381219
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	364250
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	303750
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	470850
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	287077
UNIVERSITY OF NEBRASKA LINCOLN	NE	UNITED STATES	2015	333227
UNIVERSITY OF NEBRASKA LINCOLN	NE	UNITED STATES	2015	352146
UNIVERSITY OF NEBRASKA LINCOLN	NE	UNITED STATES	2015	379000
UNIVERSITY OF NEBRASKA LINCOLN	NE	UNITED STATES	2015	306850
UNIVERSITY OF NEBRASKA LINCOLN	NE	UNITED STATES	2015	251441
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	2052807
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	288800
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	296400
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	309510
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	627740
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	169048
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	242497
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	817657
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER	TX	UNITED STATES	2015	363061
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	366406
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	347813
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	326412
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	234457
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	383875
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	319550
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	338625
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	369466
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	372144
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2015	367942
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	233675
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	197761
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2015	468200
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2015	351713
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2015	319550
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2015	48120
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2015	262846
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2015	334989
CITY COLLEGE OF NEW YORK	NY	UNITED STATES	2015	368725
CITY COLLEGE OF NEW YORK	NY	UNITED STATES	2015	226380
CITY COLLEGE OF NEW YORK	NY	UNITED STATES	2015	194188
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	249000
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	312000
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	379934
TEMPLE UNIVERSITY	PA	UNITED STATES	2015	754411
NORTHERN ARIZONA UNIVERSITY	AZ	UNITED STATES	2015	376762
NORTHERN ARIZONA UNIVERSITY	AZ	UNITED STATES	2015	644930
NORTHERN ARIZONA UNIVERSITY	AZ	UNITED STATES	2015	532030
NORTHERN ARIZONA UNIVERSITY	AZ	UNITED STATES	2015	204625
NORTHERN ARIZONA UNIVERSITY	AZ	UNITED STATES	2015	21100
NORTHERN ARIZONA UNIVERSITY	AZ	UNITED STATES	2015	241529
NORTHERN ARIZONA UNIVERSITY	AZ	UNITED STATES	2015	1159183
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2015	477451
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2015	48120
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2015	711152
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2015	458894
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2015	196250
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2015	215457
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2015	11286280
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2015	193125
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2015	243750
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2015	193750
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2015	248056
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2015	223050
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2015	288485
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	626234
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	1408317
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	4906381
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	2089159
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	248709
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	2125629
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	152406
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	138582
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	422072
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	256719
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	543094
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	587566
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	304000
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	376250
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	133002
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	427964
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2015	198750
WHITEHEAD INSTITUTE FOR BIOMEDICAL RES	MA	UNITED STATES	2015	349875
WHITEHEAD INSTITUTE FOR BIOMEDICAL RES	MA	UNITED STATES	2015	189877
WHITEHEAD INSTITUTE FOR BIOMEDICAL RES	MA	UNITED STATES	2015	264287
WHITEHEAD INSTITUTE FOR BIOMEDICAL RES	MA	UNITED STATES	2015	269872
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2015	362500
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2015	627642
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2015	439442
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2015	658536
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2015	54194
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2015	311000
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2015	194740
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2015	600509
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2015	348844
UNIVERSITY OF UTAH	UT	UNITED STATES	2015	33319
CHILDREN'S HOSPITAL BOSTON	MA	UNITED STATES	2015	54194
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2015	34874
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	43887
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	524718
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	652918
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	215114
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	378450
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	567172
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	452299
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	369950
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	320620
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	356167
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	245728
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	295661
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	294450
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	134696
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	518439
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	478506
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2015	2127068
MAYO CLINIC	MN	UNITED STATES	2015	241438
MAYO CLINIC	MN	UNITED STATES	2015	240985
MAYO CLINIC	MN	UNITED STATES	2015	156615
MAYO CLINIC	MN	UNITED STATES	2015	122506
MAYO CLINIC	MN	UNITED STATES	2015	391537
MAYO CLINIC	MN	UNITED STATES	2015	819154
MAYO CLINIC	MN	UNITED STATES	2015	375000
MAYO CLINIC	MN	UNITED STATES	2015	143808
MAYO CLINIC	MN	UNITED STATES	2015	309592
MAYO CLINIC	MN	UNITED STATES	2015	141480
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2015	2495754
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2015	1793395
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2015	202051
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	276255
CURADEL LLC	MA	UNITED STATES	2015	1143340
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2015	613138
MAYO CLINIC	MN	UNITED STATES	2015	1319364
STANFORD UNIVERSITY	CA	UNITED STATES	2015	227007
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	8076523
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	483218
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	6535091
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	175727
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	903983
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	2425684
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	258030
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	1553541
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	1231210
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	954996
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	5277273
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	122097
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	1581566
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	2709464
SALK INSTITUTE FOR BIOLOGICAL STUDIES	CA	UNITED STATES	2015	143797
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	163965
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	702266
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	438615
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	1346082
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	399029
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	823519
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	980685
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	623839
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	391004
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	200000
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	200000
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	267327
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	309686
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	400000
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2015	385431
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	1021724
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	672714
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	3733
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	250025
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	252809
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	316108
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	75250
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	170738
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	212063
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	339281
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	609399
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	47500
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	384294
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	581074
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	474274
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	641876
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	181862
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	209375
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	958449
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	303103
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	400910
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	158322
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	222763
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	358882
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	380856
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	254590
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	896275
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	197659
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	739267
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2015	419320
HOWARD UNIVERSITY	DC	UNITED STATES	2015	1121155
HOWARD UNIVERSITY	DC	UNITED STATES	2015	899474
HOWARD UNIVERSITY	DC	UNITED STATES	2015	5001481
HOWARD UNIVERSITY	DC	UNITED STATES	2015	374300
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2015	146750
